Status,Module,File Time Stamp,Link Time Stamp,File Size,Attr.,Link Checksum,Real Checksum,CPU,Subsystem,Symbols,Preferred Base,Actual Base,Virtual Size,Load Order,File Ver,Product Ver,Image Ver,Linker Ver,OS Ver,Subsystem Ver
?,"MSVCP140.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
?,"VCRUNTIME140.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
D?,"API-MS-WIN-APPMODEL-RUNTIME-L1-1-0.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
D?,"API-MS-WIN-CORE-WINRT-ERROR-L1-1-0.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
D?,"API-MS-WIN-CORE-WINRT-L1-1-0.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
D?,"API-MS-WIN-CORE-WINRT-ROBUFFER-L1-1-0.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
D?,"API-MS-WIN-CORE-WINRT-STRING-L1-1-0.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
D?,"API-MS-WIN-SHCORE-SCALING-L1-1-1.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
D?,"DCOMP.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
D?,"IESHIMS.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
6,"c:\windows\system32\KERNELBASE.DLL",2017-07-07 17:29:33,2017-07-07 17:32:24,419840,A,0x00066970,0x00066970,x64,Console,"CV",0x000007FF38880000,Unknown,0x0006A000,Not Loaded,6.1.7601.23864,6.1.7601.23864,6.1,9.0,6.1,6.1
6,"c:\windows\system32\LPK.DLL",2017-05-12 20:22:33,2017-05-12 20:22:58,41472,A,0x00017048,0x00017048,x64,Console,"CV",0x000007FF70410000,Unknown,0x0000E000,Not Loaded,6.1.7601.23807,6.1.7601.23807,6.1,9.0,6.1,6.1
6,"c:\windows\system32\MSVCRT.DLL",2011-12-16 10:46:06,2011-12-16 10:37:19,634880,A,0x000A708A,0x000A708A,x64,GUI,"CV",0x000007FF756A0000,Unknown,0x0009F000,Not Loaded,7.0.7601.17744,6.1.8638.17744,6.1,9.0,6.1,6.1
6,"c:\windows\system32\NTDLL.DLL",2017-07-07 17:31:14,2017-07-07 17:31:14,1732864,A,0x001B0441,0x001B0441,x64,Console,"CV",0x0000000078E50000,Unknown,0x001AA000,Not Loaded,6.1.7601.23864,6.1.7601.23864,6.1,9.0,6.1,6.1
6,"c:\windows\system32\PYTHON27.DLL",2016-12-17 20:54:56,2016-12-17 22:54:50,3407360,A,0x00343A7A,0x00343A7A,x64,GUI,"CV",0x000000001E000000,Unknown,0x00365000,Not Loaded,2.7.13150.1013,2.7.13150.1013,0.0,9.0,5.2,5.2
6,"c:\windows\system32\RPCRT4.DLL",2017-07-07 17:29:39,2017-07-07 17:29:48,1212928,A,0x00132CC5,0x00132CC5,x64,Console,"CV",0x000007FF7FDE0000,Unknown,0x0012D000,Not Loaded,6.1.7601.23864,6.1.7601.23864,6.1,9.0,6.1,6.1
6,"c:\windows\system32\SHELL32.DLL",2017-05-10 17:29:53,2017-05-10 17:29:55,14183936,A,0x00D8927B,0x00D8927B,x64,GUI,"CV",0x000007FF788C0000,Unknown,0x00D8B000,Not Loaded,6.1.7601.23806,6.1.7601.23806,6.1,9.0,6.1,6.1
6,"c:\windows\system32\SHLWAPI.DLL",2010-11-21 05:24:22,2010-11-20 15:14:19,448512,A,0x0007CD14,0x0007CD14,x64,GUI,"CV",0x000007FF74180000,Unknown,0x00071000,Not Loaded,6.1.7601.17514,6.1.7601.17514,6.1,9.0,6.1,6.1
6,"c:\windows\system32\UCRTBASE.DLL",2017-01-18 17:36:12,2017-01-14 06:39:18,994760,A,0x000F5D2B,0x000F5D2B,x64,Console,"CV,Unknown",0x0000000180000000,Unknown,0x000F4000,Not Loaded,10.0.10586.788,10.0.10586.788,10.0,12.10,10.0,5.2
6,"c:\windows\system32\USER32.DLL",2016-11-10 18:32:41,2016-11-10 18:33:04,1009152,A,0x00100335,0x00100335,x64,GUI,"CV",0x0000000078C20000,Unknown,0x000FA000,Not Loaded,6.1.7601.23594,6.1.7601.23594,6.1,9.0,6.1,6.1
6,"c:\windows\system32\USP10.DLL",2017-05-12 20:22:44,2017-05-12 20:23:11,806912,A,0x000CD25A,0x000CD25A,x64,GUI,"CV",0x000007FF760C0000,Unknown,0x000CB000,Not Loaded,1.626.7601.23807,1.626.7601.23807,6.1,9.0,6.1,6.1
6,"c:\windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_08e4299fa83d7e3c\MSVCR90.DLL",2010-11-21 05:25:01,2010-09-29 08:56:46,624464,A,0x000A4EC5,0x000A4EC5,x64,GUI,"CV",0x0000000078620000,Unknown,0x0009D000,Not Loaded,9.0.30729.4940,9.0.30729.4940,9.0,9.0,5.2,5.2
D6,"c:\windows\system32\ACLUI.DLL",2009-07-14 03:40:00,2009-07-14 03:24:56,154112,A,0x0002AA50,0x0002AA50,x64,Console,"CV",0x000007FF7F000000,Unknown,0x00029000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\ACTIVEDS.DLL",2009-07-14 03:40:00,2009-07-14 03:25:04,267776,A,0x0004182D,0x0004182D,x64,Console,"CV",0x000007FF75800000,Unknown,0x00046000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\ADSLDPC.DLL",2009-07-14 03:40:00,2009-07-14 03:24:55,236544,A,0x000418A9,0x000418A9,x64,Console,"CV",0x000007FF75C00000,Unknown,0x0003D000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\ADVPACK.DLL",2009-07-14 03:40:01,2009-07-14 03:25:00,160256,A,0x00029A12,0x00029A12,x64,GUI,"CV",0x000007FF75000000,Unknown,0x00038000,Not Loaded,8.0.7600.16385,8.0.7600.16385,6.1,9.0,6.1,5.2
D6,"c:\windows\system32\API-MS-WIN-DOWNLEVEL-ADVAPI32-L1-1-0.DLL",2017-08-29 17:13:45,2013-01-13 22:35:18,10752,HA,0x0000A3DF,0x0000A3DF,x64,Console,"CV",0x0000000180000000,Unknown,0x00005000,Not Loaded,6.2.9200.16492,6.2.9200.16492,6.2,10.10,6.2,6.1
D6,"c:\windows\system32\API-MS-WIN-DOWNLEVEL-ADVAPI32-L2-1-0.DLL",2017-08-29 17:13:45,2013-01-13 22:32:07,3584,HA,0x0000451C,0x0000451C,x64,Console,"CV",0x0000000180000000,Unknown,0x00004000,Not Loaded,6.2.9200.16492,6.2.9200.16492,6.2,10.10,6.2,6.1
D6,"c:\windows\system32\API-MS-WIN-DOWNLEVEL-NORMALIZ-L1-1-0.DLL",2017-08-29 17:13:45,2013-01-13 22:35:31,2560,HA,0x00003D4B,0x00003D4B,x64,Console,"CV",0x0000000180000000,Unknown,0x00003000,Not Loaded,6.2.9200.16492,6.2.9200.16492,6.2,10.10,6.2,6.1
D6,"c:\windows\system32\API-MS-WIN-DOWNLEVEL-OLE32-L1-1-0.DLL",2017-08-29 17:13:45,2013-01-13 22:31:41,5632,HA,0x00009D07,0x00009D07,x64,Console,"CV",0x0000000180000000,Unknown,0x00004000,Not Loaded,6.2.9200.16492,6.2.9200.16492,6.2,10.10,6.2,6.1
D6,"c:\windows\system32\API-MS-WIN-DOWNLEVEL-SHELL32-L1-1-0.DLL",2017-08-29 17:13:45,2013-01-13 22:31:40,3072,HA,0x00001595,0x00001595,x64,Console,"CV",0x0000000180000000,Unknown,0x00004000,Not Loaded,6.2.9200.16492,6.2.9200.16492,6.2,10.10,6.2,6.1
D6,"c:\windows\system32\API-MS-WIN-DOWNLEVEL-SHLWAPI-L1-1-0.DLL",2017-08-29 17:13:45,2013-01-13 22:35:31,9728,HA,0x00008381,0x00008381,x64,Console,"CV",0x0000000180000000,Unknown,0x00004000,Not Loaded,6.2.9200.16492,6.2.9200.16492,6.2,10.10,6.2,6.1
D6,"c:\windows\system32\API-MS-WIN-DOWNLEVEL-SHLWAPI-L2-1-0.DLL",2017-08-29 17:13:45,2013-01-13 22:31:40,5632,HA,0x00010B11,0x00010B11,x64,Console,"CV",0x0000000180000000,Unknown,0x00004000,Not Loaded,6.2.9200.16492,6.2.9200.16492,6.2,10.10,6.2,6.1
D6,"c:\windows\system32\API-MS-WIN-DOWNLEVEL-USER32-L1-1-0.DLL",2017-08-29 17:13:45,2013-01-13 22:31:48,4096,HA,0x0000F92D,0x0000F92D,x64,Console,"CV",0x0000000180000000,Unknown,0x00004000,Not Loaded,6.2.9200.16492,6.2.9200.16492,6.2,10.10,6.2,6.1
D6,"c:\windows\system32\API-MS-WIN-DOWNLEVEL-VERSION-L1-1-0.DLL",2017-08-29 17:13:45,2013-01-13 22:31:40,3072,HA,0x000103BE,0x000103BE,x64,Console,"CV",0x0000000180000000,Unknown,0x00004000,Not Loaded,6.2.9200.16492,6.2.9200.16492,6.2,10.10,6.2,6.1
D6,"c:\windows\system32\API-MS-WIN-SECURITY-LSALOOKUP-L1-1-0.DLL",2009-07-14 03:24:53,2009-07-14 03:25:54,3584,HA,0x00005032,0x00005032,x64,Console,"CV",0x000007FF26E40000,Unknown,0x00004000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\API-MS-WIN-SECURITY-SDDL-L1-1-0.DLL",2009-07-14 03:24:53,2009-07-14 03:25:55,3072,HA,0x0000E7BD,0x0000E7BD,x64,Console,"CV",0x000007FF26E30000,Unknown,0x00004000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\APPHELP.DLL",2010-11-21 05:24:03,2010-11-20 14:52:38,342016,A,0x00062B68,0x00062B68,x64,GUI,"CV",0x000007FF738B0000,Unknown,0x00057000,Not Loaded,6.1.7601.17514,6.1.7601.17514,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\ATL.DLL",2009-07-14 03:40:03,2009-07-14 03:25:04,90624,A,0x00020029,0x00020029,x64,Console,"CV",0x000007FF71190000,Unknown,0x00019000,Not Loaded,3.5.2284.0,6.5.0.2284,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\AUTHZ.DLL",2009-07-14 03:40:04,2009-07-14 03:25:28,177664,A,0x0003B5DB,0x0003B5DB,x64,Console,"CV",0x000007FF73000000,Unknown,0x0002F000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\AVRT.DLL",2009-07-14 03:40:05,2009-07-14 03:25:42,18432,A,0x0000565E,0x0000565E,x64,Console,"CV",0x000007FF7CC00000,Unknown,0x00009000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\BCRYPT.DLL",2017-07-07 17:29:29,2017-07-07 17:29:36,123904,A,0x00020B46,0x00020B46,x64,Console,"CV",0x000007FF71AD0000,Unknown,0x00022000,Not Loaded,6.1.7601.23864,6.1.7601.23864,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\BROWCLI.DLL",2012-07-05 00:13:27,2012-07-05 00:03:05,59392,A,0x00015DA4,0x00015DA4,x64,Console,"CV",0x000007FF2BB60000,Unknown,0x00012000,Not Loaded,6.1.7601.17887,6.1.7601.17887,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\CABINET.DLL",2010-11-21 05:24:32,2010-11-20 14:55:15,94720,A,0x000250CE,0x000250CE,x64,GUI,"CV",0x000007FF71110000,Unknown,0x0001B000,Not Loaded,6.1.7601.17514,6.1.7601.17514,6.1,9.0,6.1,5.2
D6,"c:\windows\system32\CERTCLI.DLL",2017-07-07 17:29:29,2017-07-07 17:29:54,463872,A,0x00080F20,0x00080F20,x64,Console,"CV",0x000007FF748B0000,Unknown,0x00076000,Not Loaded,6.1.7601.23864,6.1.7601.23864,6.1,9.0,6.1,6.0
D6,"c:\windows\system32\CERTENROLL.DLL",2010-11-21 05:24:15,2010-11-20 14:55:42,1975296,A,0x001EF3AF,0x001EF3AF,x64,Console,"CV",0x000007FF7AC00000,Unknown,0x001E6000,Not Loaded,6.1.7601.17514,6.1.7601.17514,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\CFGMGR32.DLL",2010-11-21 05:24:00,2010-11-20 14:55:56,207872,A,0x0003DDD1,0x0003DDD1,x64,Console,"CV",0x000007FF72C00000,Unknown,0x00036000,Not Loaded,6.1.7601.17514,6.1.7601.17514,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\CLBCATQ.DLL",2009-07-14 03:40:15,2009-07-14 03:26:18,607744,A,0x00096B25,0x00096B25,x64,GUI,"CV",0x000007FF7E800000,Unknown,0x00099000,Not Loaded,2001.12.8530.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\COMDLG32.DLL",2010-11-21 05:24:22,2010-11-20 14:59:33,594432,A,0x0009D91B,0x0009D91B,x64,GUI,"CV",0x000007FF75550000,Unknown,0x00097000,Not Loaded,6.1.7601.17514,6.1.7601.17514,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\CREDUI.DLL",2010-11-21 05:24:15,2010-11-20 14:59:57,197120,A,0x0003E871,0x0003E871,x64,Console,"CV",0x000007FF72800000,Unknown,0x00034000,Not Loaded,6.1.7601.17514,6.1.7601.17514,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\CRYPT32.DLL",2017-04-12 17:32:10,2017-04-12 17:36:05,1483776,A,0x0016F72F,0x0016F72F,x64,GUI,"CV",0x000007FF7FC00000,Unknown,0x0016D000,Not Loaded,6.1.7601.23769,6.1.7601.23769,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\CRYPTBASE.DLL",2017-07-07 17:29:30,2017-07-07 17:33:26,43520,A,0x00017076,0x00017076,x64,Console,"CV",0x000007FF2ADE0000,Unknown,0x0000F000,Not Loaded,6.1.7601.23864,6.1.7601.23864,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\CRYPTSP.DLL",2016-06-14 19:16:25,2016-06-14 19:20:25,81920,A,0x0001A006,0x0001A006,x64,Console,"CV",0x000007FF2ADA0000,Unknown,0x00018000,Not Loaded,6.1.7601.23471,6.1.7601.23471,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\CRYPTUI.DLL",2016-06-14 19:16:25,2016-06-14 19:20:27,1068544,A,0x0010BE7C,0x0010BE7C,x64,GUI,"CV",0x000007FF78400000,Unknown,0x0010A000,Not Loaded,6.1.7601.23471,6.1.7601.23471,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\CSCAPI.DLL",2010-11-21 05:23:51,2010-11-20 15:00:10,46080,A,0x000189CF,0x000189CF,x64,Console,"CV",0x000007FF2AD80000,Unknown,0x0000F000,Not Loaded,6.1.7601.17514,6.1.7601.17514,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\D2D1.DLL",2017-08-29 17:13:44,2013-01-13 21:10:33,3928064,A,0x003CCA76,0x003CCA76,x64,GUI,"CV",0x0000000180000000,Unknown,0x003C4000,Not Loaded,6.2.9200.16492,6.2.9200.16492,6.2,10.10,6.2,6.1
D6,"c:\windows\system32\D3D11.DLL",2017-08-29 17:10:11,2013-03-28 05:13:47,1887232,A,0x001CD732,0x001CD732,x64,Console,"CV",0x0000000180000000,Unknown,0x001D5000,Not Loaded,6.2.9200.16570,6.2.9200.16570,6.2,10.10,6.2,6.1
D6,"c:\windows\system32\DAVHLPR.DLL",2009-07-14 03:40:25,2009-07-14 03:26:26,25600,A,0x000078A6,0x000078A6,x64,GUI,"CV",0x000007FF266E0000,Unknown,0x0000A000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\DBGHELP.DLL",2010-11-21 05:24:00,2010-11-20 14:57:16,1087488,A,0x00115E3B,0x00115E3B,x64,Console,"CV",0x000007FF77C30000,Unknown,0x00125000,Not Loaded,6.1.7601.17514,6.1.7601.17514,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\DEVMGR.DLL",2009-07-14 03:40:28,2009-07-14 03:26:56,528896,A,0x000904E3,0x000904E3,x64,GUI,"CV",0x000007FF74ED0000,Unknown,0x00083000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\DEVOBJ.DLL",2009-07-14 03:40:28,2009-07-14 03:26:57,93184,A,0x00025322,0x00025322,x64,Console,"CV",0x000007FF2ACA0000,Unknown,0x0001A000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\DEVRTL.DLL",2009-07-14 03:40:28,2009-07-14 03:26:58,58368,A,0x0000F6FC,0x0000F6FC,x64,Console,"CV",0x000007FF2AC80000,Unknown,0x00012000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\DFSCLI.DLL",2009-07-14 03:40:28,2009-07-14 03:27:00,62976,A,0x00018431,0x00018431,x64,Console,"CV",0x000007FF2AC40000,Unknown,0x00013000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\DHCPCSVC.DLL",2009-07-14 03:40:28,2009-07-14 03:26:30,87040,A,0x0001B689,0x0001B689,x64,Console,"CV",0x000007FF71030000,Unknown,0x00018000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\DHCPCSVC6.DLL",2009-07-14 03:40:28,2009-07-14 03:26:31,54272,A,0x0001AC6D,0x0001AC6D,x64,Console,"CV",0x000007FF71010000,Unknown,0x00011000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\DNSAPI.DLL",2011-03-03 08:24:15,2011-03-03 08:10:57,357888,A,0x00058DFA,0x00058DFA,x64,Console,"CV",0x000007FF73740000,Unknown,0x0005B000,Not Loaded,6.1.7601.17570,6.1.7601.17570,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\DRVSTORE.DLL",2010-11-21 05:24:02,2010-11-20 14:59:02,422912,A,0x0006A131,0x0006A131,x64,Console,"CV",0x000007FF38F20000,Unknown,0x0006B000,Not Loaded,6.1.7601.17514,6.1.7601.17514,6.1,9.0,6.1,5.2
D6,"c:\windows\system32\DSROLE.DLL",2009-07-14 03:40:34,2009-07-14 03:27:57,32768,A,0x0000B078,0x0000B078,x64,Console,"CV",0x000007FF26510000,Unknown,0x0000C000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\DUI70.DLL",2009-07-14 03:40:34,2009-07-14 03:28:05,976896,A,0x000FA789,0x000FA789,x64,GUI,"CV",0x000007FF43CE0000,Unknown,0x000F2000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\DUSER.DLL",2009-07-14 03:40:34,2009-07-14 03:28:06,260608,A,0x000489A3,0x000489A3,x64,GUI,"CV",0x000007FF72DD0000,Unknown,0x00043000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\DWRITE.DLL",2017-08-29 17:13:44,2013-01-13 21:59:03,1643520,A,0x0019C05A,0x0019C05A,x64,Console,"CV",0x0000000180000000,Unknown,0x00196000,Not Loaded,6.2.9200.16492,6.2.9200.16492,6.2,10.10,6.2,6.1
D6,"c:\windows\system32\DXGI.DLL",2017-08-29 17:13:44,2013-01-13 21:49:17,363008,A,0x0005B66C,0x0005B66C,x64,Console,"CV",0x0000000180000000,Unknown,0x0005D000,Not Loaded,6.2.9200.16492,6.2.9200.16492,6.2,10.10,6.2,6.1
D6,"c:\windows\system32\EAPPCFG.DLL",2009-07-14 03:40:35,2009-07-14 03:26:40,263680,A,0x0004E28A,0x0004E28A,x64,Console,"CV",0x000007FF72D80000,Unknown,0x00044000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\EAPPPRXY.DLL",2009-07-14 03:40:35,2009-07-14 03:26:43,64512,A,0x0001563C,0x0001563C,x64,Console,"CV",0x000007FF70F40000,Unknown,0x00014000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\EFSADU.DLL",2009-07-14 03:40:35,2009-07-14 03:26:46,97280,A,0x0001FD73,0x0001FD73,x64,GUI,"CV",0x000007FF70F00000,Unknown,0x0001D000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\EFSUTIL.DLL",2009-07-14 03:40:36,2009-07-14 03:26:50,34816,A,0x000181A2,0x000181A2,x64,Console,"CV",0x000007FF264C0000,Unknown,0x0000C000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\ELSCORE.DLL",2009-07-14 03:40:37,2009-07-14 03:27:27,45568,A,0x00018F7F,0x00018F7F,x64,GUI,"CV",0x000007FF2A8A0000,Unknown,0x0000F000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,5.2
D6,"c:\windows\system32\FMS.DLL",2010-11-21 05:24:26,2010-11-20 14:59:51,116224,A,0x000224F0,0x000224F0,x64,GUI,"CV",0x000007FF2EA50000,Unknown,0x00021000,Not Loaded,1.1.6000.16384,1.1.6000.16384,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\GPAPI.DLL",2016-05-12 19:14:46,2016-05-12 19:14:54,96256,A,0x00023CA5,0x00023CA5,x64,Console,"CV",0x000007FF70E60000,Unknown,0x0001B000,Not Loaded,6.1.7601.23452,6.1.7601.23452,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\GPSVC.DLL",2016-05-12 19:14:46,2016-05-12 19:14:48,794624,A,0x000C9962,0x000C9962,x64,Console,"CV",0x000007FF76490000,Unknown,0x000C6000,Not Loaded,6.1.7601.23452,6.1.7601.23452,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\HLINK.DLL",2016-11-21 20:12:11,2016-11-21 20:12:31,109568,A,0x00025E04,0x00025E04,x64,Console,"CV",0x000007FF70E20000,Unknown,0x0001E000,Not Loaded,6.1.7601.23601,6.1.7601.23601,6.1,9.0,6.1,5.2
D6,"c:\windows\system32\IEADVPACK.DLL",2017-08-29 17:31:26,2013-10-14 08:21:12,131072,A,0x000276CB,0x000276CB,x64,GUI,"CV",0x0000000165000000,Unknown,0x00031000,Not Loaded,11.0.9600.16428,11.0.9600.16428,6.3,11.0,6.3,6.1
D6,"c:\windows\system32\IERTUTIL.DLL",2017-08-29 17:31:26,2015-05-22 21:00:02,2885632,A,0x002D0705,0x002D0705,x64,GUI,"CV",0x0000000180000000,Unknown,0x002C7000,Not Loaded,11.0.9600.17840,11.0.9600.17840,6.3,11.0,6.3,6.1
D6,"c:\windows\system32\IEUI.DLL",2017-08-29 17:31:26,2015-05-22 20:48:46,633856,A,0x000A1A78,0x000A1A78,x64,GUI,"CV",0x0000000180000000,Unknown,0x0009E000,Not Loaded,11.0.9600.17840,11.0.9600.17840,6.3,11.0,6.3,6.1
D6,"c:\windows\system32\IMAGEHLP.DLL",2013-10-19 04:18:57,2013-10-19 04:19:09,81408,A,0x00015EAD,0x00015EAD,x64,Console,"CV",0x000007FF70E00000,Unknown,0x00019000,Not Loaded,6.1.7601.18288,6.1.7601.18288,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\IMGUTIL.DLL",2017-08-29 17:31:21,2013-10-14 06:30:13,48128,A,0x0000C46D,0x0000C46D,x64,GUI,"CV",0x000000011B000000,Unknown,0x00010000,Not Loaded,11.0.9600.16428,11.0.9600.16428,6.3,11.0,6.3,6.1
D6,"c:\windows\system32\INETCOMM.DLL",2017-01-13 20:00:09,2017-01-13 20:00:35,976896,A,0x000F772E,0x000F772E,x64,GUI,"CV",0x000007FF770F0000,Unknown,0x000F3000,Not Loaded,6.1.7601.23651,6.1.7601.23651,6.1,9.0,6.1,6.0
D6,"c:\windows\system32\IPHLPAPI.DLL",2010-11-21 05:24:16,2010-11-20 15:02:18,145920,A,0x00027B49,0x00027B49,x64,Console,"CV",0x000007FF71890000,Unknown,0x00027000,Not Loaded,6.1.7601.17514,6.1.7601.17514,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\LINKINFO.DLL",2009-07-14 03:41:18,2009-07-14 03:28:43,29696,A,0x00008FED,0x00008FED,x64,GUI,"CV",0x000007FF70430000,Unknown,0x0000C000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\LOGONCLI.DLL",2010-11-21 05:24:07,2010-11-20 15:03:26,186880,A,0x0002FE73,0x0002FE73,x64,GUI,"CV",0x000007FF31AC0000,Unknown,0x00030000,Not Loaded,6.1.7601.17514,6.1.7601.17514,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\MFC42U.DLL",2011-03-11 08:34:51,2011-03-11 08:23:02,1359872,A,0x0015901B,0x0015901B,x64,Console,"CV",0x000007FF78510000,Unknown,0x00150000,Not Loaded,6.6.8064.0,6.6.4.0,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\MLANG.DLL",2009-07-14 03:41:26,2009-07-14 03:29:05,226816,A,0x00038FA3,0x00038FA3,x64,GUI,"CV",0x000007FF72300000,Unknown,0x0003B000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,5.2
D6,"c:\windows\system32\MMDEVAPI.DLL",2009-07-14 03:41:26,2009-07-14 03:29:12,284160,A,0x0004CE08,0x0004CE08,x64,Console,"CV",0x000007FF72B60000,Unknown,0x0004B000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\MPR.DLL",2009-07-14 03:41:26,2009-07-14 03:29:24,80896,A,0x0001CD9B,0x0001CD9B,x64,Console,"CV",0x000007FF70CE0000,Unknown,0x00018000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\MPRAPI.DLL",2010-11-21 05:24:07,2010-11-20 15:05:28,221184,A,0x0003C948,0x0003C948,x64,Console,"CV",0x000007FF722C0000,Unknown,0x0003A000,Not Loaded,6.1.7601.17514,6.1.7601.17514,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\MPRMSG.DLL",2009-07-14 03:41:27,2009-07-14 03:29:28,105984,A,0x00026D6C,0x00026D6C,x64,Console,"CV",0x000007FF2DF70000,Unknown,0x0001F000,Not Loaded,6.1.7600.16385,6.1.7600.16385,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\MSASN1.DLL",2010-11-21 05:24:22,2010-11-20 15:06:13,46592,A,0x00016B39,0x00016B39,x64,GUI,"CV",0x000007FF70CA0000,Unknown,0x0000F000,Not Loaded,6.1.7601.17514,6.1.7601.17514,6.1,9.0,6.1,6.1
D6,"c:\windows\system32\MSCTF.DLL",2016-10-11 17:31:58,2016-10-11 17:33:06,1068544,A,0x00112C2A,0x00112C2A,x64,GUI,"CV",0x000007FF774B0000,Unknown,0x00109000,Not Loaded,6.1.7601.23572,6.1.7601.23572,6.1,9.0,6.1,6.1
